All_species,Added_species
"Magnesium, umoles/g",
Magnolia acuminata,
Magnolia seedling,
Magnolia sp.,
Mahonia aquifolium,
Mahonia aquifolium x repens = M. x decumbens,
Mahonia japonica,
Mahonia seedling,
Mahonia sp.,
Maianthemum bifolium,
Maianthemum kamtschaticum,
Maianthemum seedling,
Maianthemum sp.,
Malcolmia africana,
Malcolmia crenulata,
Malcolmia maritima,
Malcolmia seedling,
Malcolmia sp.,
Malope malacoides,
Malope seedling,
Malope sp.,
Malope trifida,
Malus atrosanguinea x niedzwetskyana = M. x purpurea,
Malus baccata,
Malus baccata x prunifolia = M. x robusta,
Malus domestica,
Malus floribunda,
Malus hupehensis,
Malus prunifolia,
Malus pumila,
Malus seedling,
Malus sieboldii,
Malus sp.,
Malus spectabilis,
Malus sylvestris,
Malus sylvestris (c),
Malus sylvestris (s),
Malus sylvestris agg.,
Malva aegyptia,
Malva alcea,
Malva brasiliensis,
Malva cretica,
Malva hispanica,
Malva moschata,
Malva neglecta,
Malva nicaeensis,
Malva oxyloba,
Malva parviflora,
Malva pusilla,
Malva seedling,
Malva sp.,
Malva sylvestris,
Malva verticillata,
Malvastrum americanum,
Malvastrum campanulatum,
Malvastrum coromandelianum,
Malvastrum multicaule,
Malvastrum seedling,
Malvastrum sp.,
Mangifera indica,
Mangifera seedling,
Mangifera sp.,
Mantisalca salmantica,
Mantisalca seedling,
Mantisalca sp.,
Marchantia polymorpha,
Marchantia seedling,
Marchantia sp.,
Marchesinia alpestris,
Marchesinia mackaii,
Marchesinia seedling,
Marchesinia sp.,
Margyricarpus pinnatus,
Margyricarpus seedling,
Margyricarpus sp.,
Marrubium alysson,
Marrubium peregrinum,
Marrubium seedling,
Marrubium sp.,
Marrubium vulgare,
Marsupella adusta,
Marsupella alpina,
Marsupella boeckii,
Marsupella brevissima,
Marsupella condensata,
Marsupella emarginata,
Marsupella emarginata var aquatica,
Marsupella emarginata var pearsonii,
Marsupella funckii,
Marsupella seedling,
Marsupella sp.,
Marsupella sparsifolia,
Marsupella sphacelata,
Marsupella sprucei,
Marsupella stableri,
Massalongia carnosa,
Massalongia seedling,
Massalongia sp.,
Mastigophora seedling,
Mastigophora sp.,
Mastigophora woodsii,
Matricaria aurea,
Matricaria decipiens,
Matricaria disciformis,
Matricaria discoidea,
Matricaria maritima,
Matricaria oreades,
Matricaria perforata,
Matricaria recutita,
Matricaria seedling,
Matricaria sp.,
Matricaria trichophylla,
Matteuccia seedling,
Matteuccia sp.,
Matteuccia struthiopteris,
Matthiola fruticulosa,
Matthiola incana,
Matthiola longipetala,
Matthiola longipetala subsp. bicornis,
Matthiola seedling,
Matthiola sinuata,
Matthiola sp.,
Matthiola tricuspidata,
Meconopsis cambrica,
Meconopsis seedling,
Meconopsis sp.,
Medicago arabica,
Medicago arborea,
Medicago blancheana,
Medicago coronata,
Medicago disciformis,
Medicago doliata,
Medicago glutinosa,
Medicago intertexta,
Medicago laciniata,
Medicago littoralis,
Medicago lupulina,
Medicago marina,
Medicago minima,
Medicago murex,
Medicago noeana,
Medicago orbicularis,
Medicago polymorpha,
Medicago praecox,
Medicago prostrata,
Medicago radiata,
Medicago rigidula,
Medicago rotata,
Medicago rugosa,
Medicago sativa,
Medicago sativa falcata,
Medicago sativa ssp varia,
Medicago sativa subsp. falcata,
Medicago sativa subsp. sativa,
Medicago sativa subsp. varia,
Medicago scutellata,
Medicago seedling,
Medicago soleirolii,
Medicago sp.,
Medicago tenoreana,
Medicago tornata,
Medicago truncatula,
Medicago turbinata,
Meesia seedling,
Meesia sp.,
Meesia triquetra,
Meesia uliginosa,
Megalaria grossa,
Megalaria seedling,
Megalaria sp.,
Megalospora seedling,
Megalospora sp.,
Megalospora tuberculosa,
Megaspora seedling,
Megaspora sp.,
Megaspora verrucosa,
Melampyrum arvense,
Melampyrum barbatum,
Melampyrum cristatum,
Melampyrum pratense,
Melampyrum pratense subsp. commutatum,
Melampyrum pratense subsp. pratense,
Melampyrum seedling,
Melampyrum sp.,
Melampyrum sylvaticum,
Melaspilea amota,
Melaspilea atroides,
Melaspilea constrictella,
Melaspilea diplasiospora,
Melaspilea granitophila,
Melaspilea interjecta,
Melaspilea leciographoides,
Melaspilea lentiginosa,
Melaspilea lentiginosula,
Melaspilea ochrothalamia,
Melaspilea proximella,
Melaspilea seedling,
Melaspilea sp.,
Melica ciliata,
Melica nutans,
Melica seedling,
Melica sp.,
Melica uniflora,
Melica violacea,
Melilotus albus,
Melilotus altissimus,
Melilotus elegans,
Melilotus indicus,
Melilotus infestus,
Melilotus messanensis,
Melilotus neapolitanus,
Melilotus officinalis,
Melilotus polonicus,
Melilotus seedling,
Melilotus sp.,
Melilotus sulcatus,
Melilotus wolgicus,
Melinis repens,
Melinis seedling,
Melinis sp.,
Melissa officinalis,
Melissa seedling,
Melissa sp.,
Melittis melissophyllum,
Melittis seedling,
Melittis sp.,
Menegazzia seedling,
Menegazzia sp.,
Menegazzia terebrata,
Mentha aquatica,
Mentha aquatica x spicata = M. x piperita,
Mentha aquatica x suaveolens = M. x suavis,
Mentha arvensis,
Mentha arvensis x aquatica = M. x verticillata,
Mentha arvensis x aquatica x spicata = M. x smithiana,
Mentha arvensis x spicata = M. x gracilis,
Mentha arvensis x suaveolens = M. x carinthiaca,
Mentha hybrids,
Mentha longifolia,
Mentha pulegium,
Mentha requienii,
Mentha seedling,
Mentha sp.,
Mentha spicata,
Mentha spicata x longifolia = M. x villosonervata,
Mentha spicata x suaveolens = M. x villosa,
Mentha suaveolens,
Mentha suaveolens x longifolia = M. x rotundifolia,
Mentha x gracilis,
Mentha x piperata,
Mentha x rotundifolia,
Mentha x smithiana,
Mentha x verticillata,
Mentha x villosa,
Mentzelia albicaulis,
Mentzelia lindleyi,
Mentzelia seedling,
Mentzelia sp.,
Menyanthes seedling,
Menyanthes sp.,
Menyanthes trifoliata,
Mercurialis annua,
Mercurialis perennis,
Mercurialis seedling,
Mercurialis sp.,
Merremia seedling,
Merremia sibirica,
Merremia sp.,
Mertensia ciliata,
Mertensia maritima,
Mertensia seedling,
Mertensia sp.,
Mertensia virginica,
Mesembryanthemum crystallinum,
Mesembryanthemum nodiflorum,
Mesembryanthemum seedling,
Mesembryanthemum sp.,
Mespilus germanica,
Mespilus germanica x Crataegus laevigata = X Crataemespilus grandiflora,
Mespilus seedling,
Mespilus sp.,
Metasequoia glyptostroboides,
Metasequoia seedling,
Metasequoia sp.,
Metzgeria conjugata,
Metzgeria fruticulosa,
Metzgeria furcata,
Metzgeria leptoneura,
Metzgeria seedling,
Metzgeria sp.,
Metzgeria temperata,
Meum athamanticum,
Meum seedling,
Meum sp.,
Mibora minima,
Mibora seedling,
Mibora sp.,
Micrarea adnata,
Micrarea alabastrites,
Micrarea assimilata,
Micrarea bauschiana,
Micrarea botryoides,
Micrarea cinerea,
Micrarea contexta,
Micrarea crassipes,
Micrarea denigrata,
Micrarea excipulata,
Micrarea globulosella,
Micrarea granulans,
Micrarea hedlundii,
Micrarea incrassata,
Micrarea intrusa,
Micrarea leprosula,
Micrarea lignaria,
Micrarea lithinella,
Micrarea lutulata,
Micrarea melaena,
Micrarea misella,
Micrarea myriocarpa,
Micrarea nigella,
Micrarea nitschkeana,
Micrarea olivacea,
Micrarea peliocarpa,
Micrarea prasina,
Micrarea pseudomarginata,
Micrarea pycnidiophora,
Micrarea seedling,
Micrarea sp.,
Micrarea stipitata,
Micrarea submoestula,
Micrarea subnigrata,
Micrarea subviolascens,
Micrarea sylvicola,
Micrarea synotheoides,
Micrarea ternaria,
Micrarea tuberculata,
Micrarea turfosa,
Micrarea viridiatra,
Microcalicium ahlneri,
Microcalicium arenarium,
Microcalicium disseminatum,
Microcalicium seedling,
Microcalicium sp.,
Micromitrium seedling,
Micromitrium sp.,
Micromitrium tenerum,
Micropsis seedling,
Micropsis sp.,
Micropsis spathulata,
Mielichhoferia elongata,
Mielichhoferia mielichhoferi,
Mielichhoferia seedling,
Mielichhoferia sp.,
Milium effusum,
Milium seedling,
Milium sp.,
Milium vernale,
Milium vernale subsp. sarniense,
Millotia muelleri,
Millotia myosotidifolia,
Millotia perpusilla,
Millotia seedling,
Millotia sp.,
Millotia tenuifolia,
Mimulus cardinalis,
Mimulus guttatus,
Mimulus guttatus x cupreus = M. x burnetii,
Mimulus guttatus x luteus = M. x robertsii,
Mimulus guttatus x luteus x cupreus,
Mimulus luteus,
Mimulus luteus agg.,
Mimulus luteus x cupreus = M. x maculosus,
Mimulus moschatus,
Mimulus ringens,
Mimulus seedling,
Mimulus seedling/sp,
Mimulus sp.,
Minuartia hybrida,
Minuartia hybrida subsp. tenuifolia,
Minuartia laricifolia,
Minuartia recurva,
Minuartia rubella,
Minuartia sedoides,
Minuartia seedling,
Minuartia sp.,
Minuartia stricta,
Minuartia verna,
Mirabilis jalapa,
Mirabilis seedling,
Mirabilis sp.,
Miriquidica complanata,
Miriquidica garovaglii,
Miriquidica griseoatra,
Miriquidica leucophaea,
Miriquidica lulensis,
Miriquidica nigroleprosa,
Miriquidica seedling,
Miriquidica sp.,
Miscanthus sacchariflorus,
Miscanthus seedling,
Miscanthus sinensis,
Miscanthus sp.,
Misopates calycinum,
Misopates orontium,
Misopates seedling,
Misopates sp.,
Mitella caulescens,
Mitella diphylla,
Mitella seedling,
Mitella sp.,
Mniacea jungermanniae,
Mniacea nivea,
Mniacea seedling,
Mniacea sp.,
Mnium ambiguum,
Mnium hornum,
Mnium marginatum,
Mnium riparium,
Mnium seedling,
Mnium sp.,
Mnium spinosum,
Mnium stellare,
Mnium thomsonii,
Modiola caroliniana,
Modiola seedling,
Modiola sp.,
Moehringia seedling,
Moehringia sp.,
Moehringia trinervia,
Moelleropsis nebulosa,
Moelleropsis seedling,
Moelleropsis sp.,
Moenchia erecta,
Moenchia seedling,
Moenchia sp.,
Moerckia blyttii,
Moerckia hibernica,
Moerckia seedling,
Moerckia sp.,
Molinia caerulea,
Molinia caerulea subsp. arundinacea,
Molinia caerulea subsp. caerulea,
Molinia seedling,
Molinia sp.,
Moluccella laevis,
Moluccella seedling,
Moluccella sp.,
Momordica charantia,
Momordica seedling,
Momordica sp.,
Monarda citriodora,
Monarda didyma,
Monarda seedling,
Monarda sp.,
Moneses seedling,
Moneses sp.,
Moneses uniflora,
Monolepis nuttalliana,
Monolepis seedling,
Monolepis sp.,
Monopsis debilis,
Monopsis seedling,
Monopsis sp.,
Monotropa hypopitys,
Monotropa hypopitys subsp. hypophegea,
Monotropa hypopitys subsp. hypopitys,
Monotropa seedling,
Monotropa sp.,
Monsonia angustifolia,
Monsonia brevirostrata,
Monsonia seedling,
Monsonia sp.,
Montia fontana,
Montia fontana subsp. amporitana,
Montia fontana subsp. chondrosperma,
Montia fontana subsp. fontana,
Montia fontana subsp. variabilis,
Montia parvifolia,
Montia perfoliata,
Montia seedling,
Montia sibirica,
Montia sp.,
Moricandia arvensis,
Moricandia seedling,
Moricandia sp.,
Morina longifolia,
Morina seedling,
Morina sp.,
Morus alba,
Morus nigra,
Morus seedling,
Morus sp.,
Mosigia illita,
Mosigia intercedens,
Mosigia seedling,
Mosigia sp.,
Moss cover (%),
"Moss height, millimetres",
Moss seedling,
Moss sp.,
Muehlenbeckia complexa,
Muehlenbeckia seedling,
Muehlenbeckia sp.,
Muhlenbergia distichophylla,
Muhlenbergia racemosa,
Muhlenbergia schreberi,
Muhlenbergia seedling,
Muhlenbergia sp.,
Munroa seedling,
Munroa sp.,
Munroa squarrosa,
Muscari armeniacum,
Muscari azureum,
Muscari botryoides,
Muscari comosum,
Muscari neglectum,
Muscari seedling,
Muscari sp.,
Myagrum perfoliatum,
Myagrum seedling,
Myagrum sp.,
Mycelis muralis,
Mycelis seedling,
Mycelis sp.,
Mycelis tinctoria,
Mycoblastus affinis,
Mycoblastus alpinus,
Mycoblastus fucatus,
Mycoblastus sanguinarius,
Mycoblastus seedling,
Mycoblastus sp.,
Mycoblastus sterilis,
Mycocalicium seedling,
Mycocalicium sp.,
Mycocalicium subtile,
Mycoglaena acuminans,
Mycoglaena myricae,
Mycoglaena seedling,
Mycoglaena sp.,
Mycomicrothelia atlantica,
Mycomicrothelia confusa,
Mycomicrothelia seedling,
Mycomicrothelia sp.,
Mycomicrothelia wallrothii,
Mycoporum guercus,
Mycoporum hippocastani,
Mycoporum seedling,
Mycoporum sp.,
Mylia anomala,
Mylia seedling,
Mylia sp.,
Mylia taylorii,
Myosotis alpestris,
Myosotis alpina,
Myosotis arvensis,
Myosotis discolor,
Myosotis dissitiflora,
Myosotis laxa,
Myosotis laxa caespitosa,
Myosotis laxa subsp. caespitosa,
Myosotis nemorosa,
Myosotis ramosissima,
Myosotis scorpioides,
Myosotis scorpioides x laxa = M. x suzae,
Myosotis secunda,
Myosotis seedling,
Myosotis seedling/sp,
Myosotis sicula,
Myosotis sp.,
Myosotis stolonifera,
Myosotis sylvatica,
Myosotis verna,
Myosoton aquaticum,
Myosoton seedling,
Myosoton sp.,
Myosurus minimus,
Myosurus seedling,
Myosurus sp.,
Myrica caroliniensis,
Myrica gale,
Myrica pensylvanica,
Myrica seedling,
Myrica sp.,
Myrinia pulvinata,
Myrinia seedling,
Myrinia sp.,
Myriocephalus rhizocephalus,
Myriocephalus seedling,
Myriocephalus sp.,
Myriophyllum alterniflorum,
Myriophyllum aquaticum,
Myriophyllum heterophyllum,
Myriophyllum seedling,
Myriophyllum sp.,
Myriophyllum spicatum,
Myriophyllum verrucosum,
Myriophyllum verticillatum,
Myrrhis odorata,
Myrrhis seedling,
Myrrhis sp.,
Myrrhoides nodosa,
Myrrhoides seedling,
Myrrhoides sp.,
Myrsine africana,
Myrsine seedling,
Myrsine sp.,
Myurella julacea,
Myurella seedling,
Myurella sp.,
Myurella tenerrima,
Myurium hochstetteri,
Myurium seedling,
Myurium sp.,
Najas flexilis,
Najas graminea,
Najas marina,
Najas marina subsp. intermedia,
Najas seedling,
Najas sp.,
Narcissus bicolor,
Narcissus bulbocodium,
Narcissus cyclamineus,
Narcissus jonquilla,
Narcissus minor,
Narcissus obovallaris,
Narcissus papyraceus,
Narcissus poeticus,
Narcissus poeticus subsp. poeticus,
Narcissus poeticus subsp. radiiflorus,
Narcissus poeticus x pseudonarcissus = N. x incomparabilis,
Narcissus pseudonarcissus,
Narcissus pseudonarcissus agg.,
Narcissus pseudonarcissus subsp. major,
Narcissus pseudonarcissus subsp. moschatus,
Narcissus pseudonarcissus subsp. nobilis,
Narcissus pseudonarcissus subsp. obvallaris,
Narcissus pseudonarcissus subsp. pallidiflorus,
Narcissus pseudonarcissus subsp. pseudonarcissus,
Narcissus pseudonarcissus x cyclamineus = N. x monochromus,
Narcissus pseudonarcissus x jonquilla = N. x odorus,
Narcissus seedling,
Narcissus sp.,
Narcissus tazetta,
Narcissus tazetta x cyclamineus = N. x cyclazetta,
Narcissus tazetta x jonquilla = N. x intermedius,
Narcissus tazetta x poeticus = N. x medioluteus,
Narcissus triandrus,
Nardia breidleri,
Nardia compressa,
Nardia geoscyphus,
Nardia scalaris,
Nardia seedling,
Nardia sp.,
Narduroides salzmannii,
Narduroides seedling,
Narduroides sp.,
Nardus seedling,
Nardus sp.,
Nardus stricta,
Narthecium ossifragum,
Narthecium seedling,
Narthecium sp.,
Nassella brachychaeta,
Nassella brachychaetoides,
Nassella brachyphylla,
Nassella caespitosa,
Nassella charruana,
Nassella chilensis,
Nassella filiculmis,
Nassella flaccidula,
Nassella formicarum,
Nassella hyalina,
Nassella jurgensii,
Nassella pampeana,
Nassella philippii,
Nassella poeppigiana,
Nassella seedling,
Nassella sp.,
Nassella tenuis,
Nassella tenuissima,
Nassella trichotoma,
Nasturtium microphyllum,
Nasturtium officinale,
Nasturtium seedling,
Nasturtium sp.,
Navarretia intertexta,
Navarretia seedling,
Navarretia sp.,
Navarretia squarrosa,
NCC region,
NCC seedling,
NCC sp.,
Neatostema apulum,
Neatostema seedling,
Neatostema sp.,
Neckera complanata,
Neckera crispa,
Neckera pumila,
Neckera seedling,
Neckera sp.,
Nectaroscordum seedling,
Nectaroscordum siculum,
Nectaroscordum siculum subsp. bulgaricum,
Nectaroscordum siculum subsp. siculum,
Nectaroscordum sp.,
Neillia seedling,
Neillia sinensis,
Neillia sp.,
Nemesia melissifolia,
Nemesia seedling,
Nemesia sp.,
Nemesia strumosa,
Nemesia versicolor,
Nemophila maculata,
Nemophila menziesii,
Nemophila seedling,
Nemophila sp.,
Neopallasia pectinata,
Neopallasia seedling,
Neopallasia sp.,
Neotinea maculata,
Neotinea seedling,
Neotinea sp.,
Neotinia maculata,
Neotinia seedling,
Neotinia sp.,
Neottia nidus-avis,
Neottia seedling,
Neottia sp.,
Nepeta cataria,
Nepeta grandiflora,
Nepeta nepetella,
Nepeta nepetella x racemosa = N. x faassenii,
Nepeta nuda,
Nepeta seedling,
Nepeta sp.,
Nephroma articum,
Nephroma helveticum,
Nephroma laevigatum,
Nephroma parile,
Nephroma resupinatum,
Nephroma seedling,
Nephroma sp.,
Nephroma tangeriense,
Nerine bowdenii,
Nerine sarniensis,
Nerine seedling,
Nerine sp.,
Nertera granadensis,
Nertera seedling,
Nertera sp.,
Neslia paniculata,
Neslia seedling,
Neslia sp.,
Nicandra physalodes,
Nicandra seedling,
Nicandra sp.,
Nicotiana acuminata,
Nicotiana alata,
Nicotiana alata x forgetiana = N. x sanderae,
Nicotiana forgetiana,
Nicotiana glauca,
Nicotiana goodspeedii,
Nicotiana ingulba,
Nicotiana langsdorfii,
Nicotiana longiflora,
Nicotiana occidentalis,
Nicotiana rustica,
Nicotiana seedling,
Nicotiana sp.,
Nicotiana suaveolens,
Nicotiana sylvestris,
Nicotiana tabacum,
Nicotiana velutina,
Nigella arvensis,
Nigella damascena,
Nigella gallica,
Nigella hispanica,
Nigella sativa,
Nigella seedling,
Nigella sp.,
Nitella apaca,
Nitella capillaris,
Nitella confervacea,
Nitella flexilis,
Nitella gracilis,
Nitella hyalina,
Nitella mucronata,
Nitella mucronata var. gracillima,
Nitella mucronata var. mucronata,
Nitella opaca,
Nitella seedling,
Nitella sp.,
Nitella spanioclema,
Nitella tenuissima,
Nitella translucens,
Nitellopsis obtusa,
Nitellopsis seedling,
Nitellopsis sp.,
Nitrogen seedling,
Nitrogen sp.,
Nolana acuminata,
Nolana humifusa,
Nolana paradoxa,
Nolana seedling,
Nolana sp.,
Nonea caspica,
Nonea lutea,
Nonea pulla,
Nonea rosea,
Nonea seedling,
Nonea sp.,
Nonea ventricosa,
Nonea vesicaria,
Normandina pulchella,
Normandina seedling,
Normandina sp.,
Nostoc seedling,
Nostoc sp.,
Nothofagus alpina,
Nothofagus antarctica,
Nothofagus dombeyi,
Nothofagus obliqua,
Nothofagus obliqua x alpina = N. x dodecaphleps,
Nothofagus seedling,
Nothofagus sp.,
Nothoscordum borbonicum,
Nothoscordum seedling,
Nothoscordum sp.,
Notobasis seedling,
Notobasis sp.,
Notobasis syriaca,
Nowellia curvifolia,
Nowellia seedling,
Nowellia sp.,
Nuphar advena,
Nuphar lutea,
Nuphar lutea x pumila = N. x spenneriana,
Nuphar pumila,
Nuphar seedling,
Nuphar sp.,
Nuttallanthus canadensis,
Nuttallanthus seedling,
Nuttallanthus sp.,
NVC community letters,
NVC community letters (alternative),
NVC community number,
NVC community number (alternative),
NVC seedling,
NVC sp.,
NVC subcommunity letter,
NVC subcommunity letter (alternative),
Nymphaea alba,
Nymphaea alba ssp.occidentalis,
Nymphaea alba subsp. alba,
Nymphaea alba subsp. occidentalis,
Nymphaea odorata,
Nymphaea seedling,
Nymphaea sp.,
Nymphoides peltata,
Nymphoides seedling,
Nymphoides sp.,
Ochagavia carnea,
Ochagavia seedling,
Ochagavia sp.,
Ochrolechia androgyna,
Ochrolechia frigida,
Ochrolechia inaequatula,
Ochrolechia inversa,
Ochrolechia pallescens,
Ochrolechia parella,
Ochrolechia seedling,
Ochrolechia sp.,
Ochrolechia subviridis,
Ochrolechia tartarea,
Ochrolechia turneri,
Ochthodium aegyptiacum,
Ochthodium seedling,
Ochthodium sp.,
Ocimum basilicum,
Ocimum micranthum,
Ocimum seedling,
Ocimum sp.,
Octodiceras fontanum,
Octodiceras seedling,
Octodiceras sp.,
Odontites jaubertianus,
Odontites jaubertianus subsp. chrysanthus,
Odontites seedling,
Odontites sp.,
Odontites vernus,
Odontites vernus subsp. litoralis,
Odontites vernus subsp. serotinus,
Odontites vernus subsp. vernus,
Odontoschisma denudatum,
Odontoschisma elongatum,
Odontoschisma macounii,
Odontoschisma seedling,
Odontoschisma sp.,
Odontoschisma sphagni,
Oedipodium griffithianum,
Oedipodium seedling,
Oedipodium sp.,
Oemleria cerasiformis,
Oemleria seedling,
Oemleria sp.,
Oenanthe aquatica,
Oenanthe crocata,
Oenanthe fistulosa,
Oenanthe fluviatilis,
Oenanthe lachenalii,
Oenanthe pimpinelloides,
Oenanthe seedling,
Oenanthe silaifolia,
Oenanthe sp.,
Oenothera affinis,
Oenothera ammophila,
Oenothera biennis,
Oenothera biennis x cambrica,
Oenothera cambrica,
Oenothera canovirens,
Oenothera drummondii,
Oenothera glazioviana,
Oenothera glazioviana x biennis = O. x fallax,
Oenothera glazioviana x biennis x cambrica,
Oenothera glazioviana x cambrica = O. x britannica,
Oenothera humifusa,
Oenothera indecora,
Oenothera laciniata,
Oenothera lipsiensis,
Oenothera missouriensis,
Oenothera parviflora,
Oenothera perangusta,
Oenothera perennis,
Oenothera rosea,
Oenothera rubricaulis,
Oenothera rubricuspis,
Oenothera salicifolia,
Oenothera seedling,
Oenothera sp.,
Oenothera stricta,
Oenothera tetraptera,
Oenothera victorinii,
Olearia avicenniifolia,
Olearia avicenniifolia x moschata = O. x haastii,
Olearia ilicifolia,
Olearia macrodonta,
Olearia nummulariifolia,
Olearia paniculata,
Olearia seedling,
Olearia solandri,
Olearia sp.,
Olearia traversii,
Oligotrichum hercynicum,
Oligotrichum seedling,
Oligotrichum sp.,
Omalotheca norvegica,
Omalotheca seedling,
Omalotheca sp.,
Omalotheca supina,
Omalotheca sylvatica,
Omphalina cupulatoides,
